date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Mon Feb 27 2017,Golden State Warriors,119,Philadelphia 76ers,108,20585,Wells Fargo Center
Mon Feb 27 2017,Atlanta Hawks,114,Boston Celtics,98,18624,TD Garden
Mon Feb 27 2017,Miami Heat,89,Dallas Mavericks,96,19539,American Airlines Center
Mon Feb 27 2017,Indiana Pacers,117,Houston Rockets,108,18055,Toyota Center
Mon Feb 27 2017,Minnesota Timberwolves,102,Sacramento Kings,88,17608,Golden 1 Center
Tue Feb 28 2017,Golden State Warriors,108,Washington Wizards,112,20356,Verizon Center
Tue Feb 28 2017,Portland Trail Blazers,113,Detroit Pistons,120,13502,The Palace of Auburn Hills
Tue Feb 28 2017,Denver Nuggets,125,Chicago Bulls,107,21015,United Center
Tue Feb 28 2017,Phoenix Suns,112,Memphis Grizzlies,130,15871,FedEx Forum
Tue Feb 28 2017,Utah Jazz,106,Oklahoma City Thunder,109,18203,Chesapeake Energy Arena
Tue Feb 28 2017,Charlotte Hornets,109,Los Angeles Lakers,104,18997,STAPLES Center
Wed Mar 1 2017,New York Knicks,101,Orlando Magic,90,16005,Amway Center
Wed Mar 1 2017,Dallas Mavericks,95,Atlanta Hawks,100,12483,Philips Arena
Wed Mar 1 2017,Philadelphia 76ers,98,Miami Heat,125,19609,AmericanAirlines Arena
Wed Mar 1 2017,Washington Wizards,105,Toronto Raptors,96,19800,Air Canada Centre
Wed Mar 1 2017,Cleveland Cavaliers,99,Boston Celtics,103,18624,TD Garden
Wed Mar 1 2017,Denver Nuggets,110,Milwaukee Bucks,98,13214,BMO Harris Bradley Center
Wed Mar 1 2017,Detroit Pistons,86,New Orleans Pelicans,109,14406,Smoothie King Center
Wed Mar 1 2017,Indiana Pacers,99,San Antonio Spurs,100,18418,AT&T Center
Wed Mar 1 2017,Minnesota Timberwolves,107,Utah Jazz,80,19127,Vivint Smart Home Arena
Wed Mar 1 2017,Houston Rockets,122,Los Angeles Clippers,103,19060,STAPLES Center
Wed Mar 1 2017,Brooklyn Nets,109,Sacramento Kings,100,17608,Golden 1 Center
Thu Mar 2 2017,Golden State Warriors,87,Chicago Bulls,94,22253,United Center
Thu Mar 2 2017,Charlotte Hornets,103,Phoenix Suns,120,16572,Talking Stick Resort Arena
Thu Mar 2 2017,Oklahoma City Thunder,109,Portland Trail Blazers,114,19875,Moda Center
Fri Mar 3 2017,Cleveland Cavaliers,135,Atlanta Hawks,130,18877,Philips Arena
Fri Mar 3 2017,Miami Heat,99,Orlando Magic,110,17136,Amway Center
Fri Mar 3 2017,New York Knicks,102,Philadelphia 76ers,105,18518,Wells Fargo Center
Fri Mar 3 2017,Toronto Raptors,114,Washington Wizards,106,20356,Verizon Center
Fri Mar 3 2017,Los Angeles Clippers,101,Milwaukee Bucks,112,16208,BMO Harris Bradley Center
Fri Mar 3 2017,Memphis Grizzlies,100,Dallas Mavericks,104,19480,American Airlines Center
Fri Mar 3 2017,Oklahoma City Thunder,111,Phoenix Suns,118,18055,Talking Stick Resort Arena
Fri Mar 3 2017,Brooklyn Nets,97,Utah Jazz,112,19911,Vivint Smart Home Arena
Fri Mar 3 2017,San Antonio Spurs,101,New Orleans Pelicans,98,17669,Smoothie King Center
Fri Mar 3 2017,Boston Celtics,115,Los Angeles Lakers,95,18997,STAPLES Center
Sat Mar 4 2017,Detroit Pistons,136,Philadelphia 76ers,106,19523,Wells Fargo Center
Sat Mar 4 2017,Cleveland Cavaliers,92,Miami Heat,120,19600,AmericanAirlines Arena
Sat Mar 4 2017,Toronto Raptors,94,Milwaukee Bucks,101,16775,BMO Harris Bradley Center
Sat Mar 4 2017,Los Angeles Clippers,101,Chicago Bulls,91,22807,United Center
Sat Mar 4 2017,Charlotte Hornets,112,Denver Nuggets,102,14708,Pepsi Center
Sat Mar 4 2017,Memphis Grizzlies,108,Houston Rockets,123,18055,Toyota Center
Sat Mar 4 2017,Minnesota Timberwolves,90,San Antonio Spurs,97,18418,AT&T Center
Sat Mar 4 2017,Brooklyn Nets,116,Portland Trail Blazers,130,19638,Moda Center
Sun Mar 5 2017,Indiana Pacers,97,Atlanta Hawks,96,15366,Philips Arena
Sun Mar 5 2017,Golden State Warriors,112,New York Knicks,105,19812,Madison Square Garden (IV)
Sun Mar 5 2017,Boston Celtics,106,Phoenix Suns,109,16790,Talking Stick Resort Arena
Sun Mar 5 2017,Orlando Magic,114,Washington Wizards,115,19195,Verizon Center
Sun Mar 5 2017,Utah Jazz,110,Sacramento Kings,109,17608,Golden 1 Center
Sun Mar 5 2017,Oklahoma City Thunder,89,Dallas Mavericks,104,20232,American Airlines Center
Sun Mar 5 2017,New Orleans Pelicans,105,Los Angeles Lakers,97,18997,STAPLES Center
Mon Mar 6 2017,Miami Heat,106,Cleveland Cavaliers,98,20562,Quicken Loans Arena
Mon Mar 6 2017,New York Knicks,113,Orlando Magic,105,16046,Amway Center
Mon Mar 6 2017,Milwaukee Bucks,112,Philadelphia 76ers,98,18351,Wells Fargo Center
Mon Mar 6 2017,Golden State Warriors,119,Atlanta Hawks,111,18890,Philips Arena
Mon Mar 6 2017,Chicago Bulls,95,Detroit Pistons,109,16039,The Palace of Auburn Hills
Mon Mar 6 2017,Indiana Pacers,88,Charlotte Hornets,100,16387,Spectrum Center
Mon Mar 6 2017,Brooklyn Nets,122,Memphis Grizzlies,109,15505,FedEx Forum
Mon Mar 6 2017,Houston Rockets,110,San Antonio Spurs,112,18418,AT&T Center
Mon Mar 6 2017,Sacramento Kings,96,Denver Nuggets,108,11614,Pepsi Center
Mon Mar 6 2017,New Orleans Pelicans,83,Utah Jazz,88,19649,Vivint Smart Home Arena
Mon Mar 6 2017,Boston Celtics,102,Los Angeles Clippers,116,19283,STAPLES Center
Tue Mar 7 2017,Portland Trail Blazers,126,Oklahoma City Thunder,121,18203,Chesapeake Energy Arena
Tue Mar 7 2017,Los Angeles Lakers,111,Dallas Mavericks,122,20484,American Airlines Center
Tue Mar 7 2017,Washington Wizards,131,Phoenix Suns,127,16372,Talking Stick Resort Arena
Wed Mar 8 2017,Chicago Bulls,91,Orlando Magic,98,16063,Amway Center
Wed Mar 8 2017,Brooklyn Nets,105,Atlanta Hawks,110,11931,Philips Arena
Wed Mar 8 2017,Charlotte Hornets,101,Miami Heat,108,19600,AmericanAirlines Arena
Wed Mar 8 2017,Utah Jazz,115,Houston Rockets,108,16230,Toyota Center
Wed Mar 8 2017,Detroit Pistons,98,Indiana Pacers,115,14353,Bankers Life Fieldhouse
Wed Mar 8 2017,New York Knicks,93,Milwaukee Bucks,104,13767,BMO Harris Bradley Center
Wed Mar 8 2017,Los Angeles Clippers,91,Minnesota Timberwolves,107,14933,Target Center
Wed Mar 8 2017,Toronto Raptors,94,New Orleans Pelicans,87,14543,Smoothie King Center
Wed Mar 8 2017,Sacramento Kings,104,San Antonio Spurs,114,18418,AT&T Center
Wed Mar 8 2017,Washington Wizards,123,Denver Nuggets,113,12323,Pepsi Center
Wed Mar 8 2017,Boston Celtics,99,Golden State Warriors,86,19596,Oracle Arena
Thu Mar 9 2017,Cleveland Cavaliers,101,Detroit Pistons,106,19421,The Palace of Auburn Hills
Thu Mar 9 2017,Los Angeles Clippers,114,Memphis Grizzlies,98,16642,FedEx Forum
Thu Mar 9 2017,San Antonio Spurs,92,Oklahoma City Thunder,102,18203,Chesapeake Energy Arena
Thu Mar 9 2017,Philadelphia 76ers,108,Portland Trail Blazers,114,19240,Moda Center
Thu Mar 9 2017,Los Angeles Lakers,122,Phoenix Suns,110,17552,Talking Stick Resort Arena
Fri Mar 10 2017,Orlando Magic,81,Charlotte Hornets,121,17444,Spectrum Center
Fri Mar 10 2017,Toronto Raptors,99,Atlanta Hawks,105,16078,Philips Arena
Fri Mar 10 2017,Houston Rockets,115,Chicago Bulls,94,21995,United Center
Fri Mar 10 2017,Indiana Pacers,85,Milwaukee Bucks,99,16177,BMO Harris Bradley Center
Fri Mar 10 2017,Golden State Warriors,102,Minnesota Timberwolves,103,20412,Target Center
Fri Mar 10 2017,Brooklyn Nets,96,Dallas Mavericks,105,20022,American Airlines Center
Fri Mar 10 2017,Boston Celtics,99,Denver Nuggets,119,17147,Pepsi Center
Fri Mar 10 2017,Washington Wizards,130,Sacramento Kings,122,17608,Golden 1 Center
Sat Mar 11 2017,Utah Jazz,104,Oklahoma City Thunder,112,18203,Chesapeake Energy Arena
Sat Mar 11 2017,Philadelphia 76ers,100,Los Angeles Clippers,112,19060,STAPLES Center
Sat Mar 11 2017,New York Knicks,92,Detroit Pistons,112,19607,The Palace of Auburn Hills
Sat Mar 11 2017,New Orleans Pelicans,125,Charlotte Hornets,122,18196,Spectrum Center
Sat Mar 11 2017,Cleveland Cavaliers,116,Orlando Magic,104,18846,Amway Center
Sat Mar 11 2017,Toronto Raptors,89,Miami Heat,104,19745,AmericanAirlines Arena
Sat Mar 11 2017,Minnesota Timberwolves,95,Milwaukee Bucks,102,18717,BMO Harris Bradley Center
Sat Mar 11 2017,Golden State Warriors,85,San Antonio Spurs,107,18418,AT&T Center
Sat Mar 11 2017,Phoenix Suns,100,Dallas Mavericks,98,20324,American Airlines Center
Sat Mar 11 2017,Atlanta Hawks,107,Memphis Grizzlies,90,17523,FedEx Forum
Sat Mar 11 2017,Washington Wizards,125,Portland Trail Blazers,124,19482,Moda Center
Sat Mar 11 2017,Denver Nuggets,105,Sacramento Kings,92,17608,Golden 1 Center
Sun Mar 12 2017,Chicago Bulls,80,Boston Celtics,100,18624,TD Garden
Sun Mar 12 2017,New York Knicks,112,Brooklyn Nets,120,17732,Barclays Center
Sun Mar 12 2017,Miami Heat,98,Indiana Pacers,102,17923,Bankers Life Fieldhouse
Sun Mar 12 2017,Cleveland Cavaliers,112,Houston Rockets,117,18055,Toyota Center
Sun Mar 12 2017,Portland Trail Blazers,110,Phoenix Suns,101,16664,Talking Stick Resort Arena
Sun Mar 12 2017,Philadelphia 76ers,118,Los Angeles Lakers,116,18997,STAPLES Center
Mon Mar 13 2017,Chicago Bulls,115,Charlotte Hornets,109,16489,Spectrum Center
Mon Mar 13 2017,Dallas Mavericks,78,Toronto Raptors,100,19800,Air Canada Centre
Mon Mar 13 2017,Milwaukee Bucks,93,Memphis Grizzlies,113,16770,FedEx Forum
Mon Mar 13 2017,Washington Wizards,104,Minnesota Timberwolves,119,15747,Target Center
Mon Mar 13 2017,Atlanta Hawks,99,San Antonio Spurs,107,18418,AT&T Center
Mon Mar 13 2017,Los Angeles Clippers,108,Utah Jazz,114,19911,Vivint Smart Home Arena
Mon Mar 13 2017,Los Angeles Lakers,101,Denver Nuggets,129,17344,Pepsi Center
Mon Mar 13 2017,Orlando Magic,115,Sacramento Kings,120,17608,Golden 1 Center
Tue Mar 14 2017,Detroit Pistons,96,Cleveland Cavaliers,128,20562,Quicken Loans Arena
Tue Mar 14 2017,Oklahoma City Thunder,122,Brooklyn Nets,104,13911,Barclays Center
Tue Mar 14 2017,Indiana Pacers,81,New York Knicks,87,18261,Madison Square Garden (IV)
Tue Mar 14 2017,Portland Trail Blazers,77,New Orleans Pelicans,100,15530,Smoothie King Center
Tue Mar 14 2017,Philadelphia 76ers,104,Golden State Warriors,106,19596,Oracle Arena
Wed Mar 15 2017,Charlotte Hornets,77,Indiana Pacers,98,14169,Bankers Life Fieldhouse
Wed Mar 15 2017,Dallas Mavericks,112,Washington Wizards,107,17844,Verizon Center
Wed Mar 15 2017,Minnesota Timberwolves,104,Boston Celtics,117,18624,TD Garden
Wed Mar 15 2017,Utah Jazz,97,Detroit Pistons,83,14033,The Palace of Auburn Hills
Wed Mar 15 2017,New Orleans Pelicans,112,Miami Heat,120,19678,AmericanAirlines Arena
Wed Mar 15 2017,Memphis Grizzlies,98,Chicago Bulls,91,21583,United Center
Wed Mar 15 2017,Los Angeles Lakers,100,Houston Rockets,139,18055,Toyota Center
Wed Mar 15 2017,Portland Trail Blazers,110,San Antonio Spurs,106,18418,AT&T Center
Wed Mar 15 2017,Sacramento Kings,107,Phoenix Suns,101,17196,Talking Stick Resort Arena
Wed Mar 15 2017,Milwaukee Bucks,97,Los Angeles Clippers,96,19060,STAPLES Center
Thu Mar 16 2017,Utah Jazz,83,Cleveland Cavaliers,91,20562,Quicken Loans Arena
Thu Mar 16 2017,Oklahoma City Thunder,123,Toronto Raptors,102,19800,Air Canada Centre
Thu Mar 16 2017,Memphis Grizzlies,103,Atlanta Hawks,91,17063,Philips Arena
Thu Mar 16 2017,Brooklyn Nets,121,New York Knicks,110,19812,Madison Square Garden (IV)
Thu Mar 16 2017,Los Angeles Clippers,114,Denver Nuggets,129,14179,Pepsi Center
Thu Mar 16 2017,Orlando Magic,92,Golden State Warriors,122,19596,Oracle Arena
Fri Mar 17 2017,Dallas Mavericks,74,Philadelphia 76ers,116,17642,Wells Fargo Center
Fri Mar 17 2017,Chicago Bulls,107,Washington Wizards,112,20356,Verizon Center
Fri Mar 17 2017,Boston Celtics,98,Brooklyn Nets,95,17732,Barclays Center
Fri Mar 17 2017,Toronto Raptors,87,Detroit Pistons,75,16541,The Palace of Auburn Hills
Fri Mar 17 2017,Minnesota Timberwolves,105,Miami Heat,123,19600,AmericanAirlines Arena
Fri Mar 17 2017,Houston Rockets,112,New Orleans Pelicans,128,17972,Smoothie King Center
Fri Mar 17 2017,Orlando Magic,109,Phoenix Suns,103,16880,Talking Stick Resort Arena
Fri Mar 17 2017,Milwaukee Bucks,107,Los Angeles Lakers,103,18997,STAPLES Center
Sat Mar 18 2017,Sacramento Kings,94,Oklahoma City Thunder,110,18203,Chesapeake Energy Arena
Sat Mar 18 2017,Portland Trail Blazers,113,Atlanta Hawks,97,16543,Philips Arena
Sat Mar 18 2017,Washington Wizards,93,Charlotte Hornets,98,19361,Spectrum Center
Sat Mar 18 2017,Cleveland Cavaliers,78,Los Angeles Clippers,108,19379,STAPLES Center
Sat Mar 18 2017,Utah Jazz,86,Chicago Bulls,95,21953,United Center
Sat Mar 18 2017,San Antonio Spurs,96,Memphis Grizzlies,104,18119,FedEx Forum
Sat Mar 18 2017,Houston Rockets,109,Denver Nuggets,105,17512,Pepsi Center
Sat Mar 18 2017,Milwaukee Bucks,92,Golden State Warriors,117,19596,Oracle Arena
Sun Mar 19 2017,Dallas Mavericks,111,Brooklyn Nets,104,14045,Barclays Center
Sun Mar 19 2017,Boston Celtics,99,Philadelphia 76ers,105,19446,Wells Fargo Center
Sun Mar 19 2017,Phoenix Suns,95,Detroit Pistons,112,19588,The Palace of Auburn Hills
Sun Mar 19 2017,Portland Trail Blazers,115,Miami Heat,104,19600,AmericanAirlines Arena
Sun Mar 19 2017,Minnesota Timberwolves,109,New Orleans Pelicans,123,16111,Smoothie King Center
Sun Mar 19 2017,Indiana Pacers,91,Toronto Raptors,116,19800,Air Canada Centre
Sun Mar 19 2017,Sacramento Kings,102,San Antonio Spurs,118,18418,AT&T Center
Sun Mar 19 2017,Cleveland Cavaliers,125,Los Angeles Lakers,120,18997,STAPLES Center
Mon Mar 20 2017,Atlanta Hawks,90,Charlotte Hornets,105,14278,Spectrum Center
Mon Mar 20 2017,Utah Jazz,100,Indiana Pacers,107,15458,Bankers Life Fieldhouse
Mon Mar 20 2017,Philadelphia 76ers,109,Orlando Magic,112,16236,Amway Center
Mon Mar 20 2017,Washington Wizards,102,Boston Celtics,110,18624,TD Garden
Mon Mar 20 2017,Denver Nuggets,124,Houston Rockets,125,16080,Toyota Center
Mon Mar 20 2017,Golden State Warriors,111,Oklahoma City Thunder,95,18203,Chesapeake Energy Arena
Mon Mar 20 2017,New York Knicks,105,Los Angeles Clippers,114,19060,STAPLES Center
Tue Mar 21 2017,Chicago Bulls,120,Toronto Raptors,122,19800,Air Canada Centre
Tue Mar 21 2017,Detroit Pistons,96,Brooklyn Nets,98,14343,Barclays Center
Tue Mar 21 2017,Phoenix Suns,97,Miami Heat,112,19600,AmericanAirlines Arena
Tue Mar 21 2017,Memphis Grizzlies,82,New Orleans Pelicans,95,15973,Smoothie King Center
Tue Mar 21 2017,Golden State Warriors,112,Dallas Mavericks,87,20453,American Airlines Center
Tue Mar 21 2017,San Antonio Spurs,100,Minnesota Timberwolves,93,13742,Target Center
Tue Mar 21 2017,Milwaukee Bucks,93,Portland Trail Blazers,90,19525,Moda Center
Tue Mar 21 2017,Los Angeles Clippers,133,Los Angeles Lakers,109,18724,STAPLES Center
Wed Mar 22 2017,Charlotte Hornets,109,Orlando Magic,102,16034,Amway Center
Wed Mar 22 2017,Indiana Pacers,100,Boston Celtics,109,18624,TD Garden
Wed Mar 22 2017,Detroit Pistons,95,Chicago Bulls,117,21503,United Center
Wed Mar 22 2017,Philadelphia 76ers,97,Oklahoma City Thunder,122,18203,Chesapeake Energy Arena
Wed Mar 22 2017,Atlanta Hawks,100,Washington Wizards,104,18137,Verizon Center
Wed Mar 22 2017,Cleveland Cavaliers,113,Denver Nuggets,126,19718,Pepsi Center
Wed Mar 22 2017,Milwaukee Bucks,116,Sacramento Kings,98,17608,Golden 1 Center
Wed Mar 22 2017,New York Knicks,101,Utah Jazz,108,19911,Vivint Smart Home Arena
Thu Mar 23 2017,Phoenix Suns,98,Brooklyn Nets,126,15141,Barclays Center
Thu Mar 23 2017,Toronto Raptors,101,Miami Heat,84,19745,AmericanAirlines Arena
Thu Mar 23 2017,Los Angeles Clippers,95,Dallas Mavericks,97,19703,American Airlines Center
Thu Mar 23 2017,Memphis Grizzlies,90,San Antonio Spurs,97,18418,AT&T Center
Thu Mar 23 2017,New York Knicks,95,Portland Trail Blazers,110,19020,Moda Center
Fri Mar 24 2017,Cleveland Cavaliers,112,Charlotte Hornets,105,19511,Spectrum Center
Fri Mar 24 2017,Denver Nuggets,125,Indiana Pacers,117,17923,Bankers Life Fieldhouse
Fri Mar 24 2017,Detroit Pistons,87,Orlando Magic,115,18076,Amway Center
Fri Mar 24 2017,Brooklyn Nets,108,Washington Wizards,129,19616,Verizon Center
Fri Mar 24 2017,Phoenix Suns,120,Boston Celtics,130,18624,TD Garden
Fri Mar 24 2017,Philadelphia 76ers,117,Chicago Bulls,107,21558,United Center
Fri Mar 24 2017,New Orleans Pelicans,107,Houston Rockets,117,18055,Toyota Center
Fri Mar 24 2017,Atlanta Hawks,97,Milwaukee Bucks,100,16786,BMO Harris Bradley Center
Fri Mar 24 2017,Sacramento Kings,100,Golden State Warriors,114,19596,Oracle Arena
Fri Mar 24 2017,Minnesota Timberwolves,119,Los Angeles Lakers,130,18997,STAPLES Center
Sat Mar 25 2017,Utah Jazz,95,Los Angeles Clippers,108,19060,STAPLES Center
Sat Mar 25 2017,Washington Wizards,127,Cleveland Cavaliers,115,20562,Quicken Loans Arena
Sat Mar 25 2017,Toronto Raptors,94,Dallas Mavericks,86,19934,American Airlines Center
Sat Mar 25 2017,New York Knicks,98,San Antonio Spurs,106,18418,AT&T Center
Sat Mar 25 2017,Minnesota Timberwolves,100,Portland Trail Blazers,112,19580,Moda Center
Sun Mar 26 2017,Brooklyn Nets,107,Atlanta Hawks,92,15921,Philips Arena
Sun Mar 26 2017,Phoenix Suns,106,Charlotte Hornets,120,17292,Spectrum Center
Sun Mar 26 2017,Oklahoma City Thunder,125,Houston Rockets,137,18055,Toyota Center
Sun Mar 26 2017,Sacramento Kings,98,Los Angeles Clippers,97,19060,STAPLES Center
Sun Mar 26 2017,Chicago Bulls,109,Milwaukee Bucks,94,17669,BMO Harris Bradley Center
Sun Mar 26 2017,Miami Heat,108,Boston Celtics,112,18624,TD Garden
Sun Mar 26 2017,Philadelphia 76ers,94,Indiana Pacers,107,16467,Bankers Life Fieldhouse
Sun Mar 26 2017,New Orleans Pelicans,115,Denver Nuggets,90,19850,Pepsi Center
Sun Mar 26 2017,Memphis Grizzlies,94,Golden State Warriors,106,19596,Oracle Arena
Sun Mar 26 2017,Portland Trail Blazers,97,Los Angeles Lakers,81,18698,STAPLES Center
Mon Mar 27 2017,Detroit Pistons,95,New York Knicks,109,19812,Madison Square Garden (IV)
Mon Mar 27 2017,Orlando Magic,112,Toronto Raptors,131,19800,Air Canada Centre
Mon Mar 27 2017,Cleveland Cavaliers,74,San Antonio Spurs,103,18418,AT&T Center
Mon Mar 27 2017,Oklahoma City Thunder,92,Dallas Mavericks,91,19970,American Airlines Center
Mon Mar 27 2017,Memphis Grizzlies,90,Sacramento Kings,91,17608,Golden 1 Center
Mon Mar 27 2017,New Orleans Pelicans,100,Utah Jazz,108,18924,Vivint Smart Home Arena
Tue Mar 28 2017,Milwaukee Bucks,118,Charlotte Hornets,108,16505,Spectrum Center
Tue Mar 28 2017,Minnesota Timberwolves,115,Indiana Pacers,114,17534,Bankers Life Fieldhouse
Tue Mar 28 2017,Phoenix Suns,91,Atlanta Hawks,95,13412,Philips Arena
Tue Mar 28 2017,Philadelphia 76ers,106,Brooklyn Nets,101,15471,Barclays Center
Tue Mar 28 2017,Miami Heat,97,Detroit Pistons,96,17160,The Palace of Auburn Hills
Tue Mar 28 2017,Golden State Warriors,113,Houston Rockets,106,18055,Toyota Center
Tue Mar 28 2017,Denver Nuggets,113,Portland Trail Blazers,122,20003,Moda Center
Tue Mar 28 2017,Washington Wizards,119,Los Angeles Lakers,108,18997,STAPLES Center
Wed Mar 29 2017,Oklahoma City Thunder,114,Orlando Magic,106,18408,Amway Center
Wed Mar 29 2017,Atlanta Hawks,99,Philadelphia 76ers,92,15212,Wells Fargo Center
Wed Mar 29 2017,Milwaukee Bucks,103,Boston Celtics,100,18624,TD Garden
Wed Mar 29 2017,Miami Heat,105,New York Knicks,88,19812,Madison Square Garden (IV)
Wed Mar 29 2017,Charlotte Hornets,110,Toronto Raptors,106,19800,Air Canada Centre
Wed Mar 29 2017,Indiana Pacers,97,Memphis Grizzlies,110,16367,FedEx Forum
Wed Mar 29 2017,Dallas Mavericks,118,New Orleans Pelicans,121,16000,Smoothie King Center
Wed Mar 29 2017,Golden State Warriors,110,San Antonio Spurs,98,18418,AT&T Center
Wed Mar 29 2017,Washington Wizards,124,Los Angeles Clippers,133,19060,STAPLES Center
Wed Mar 29 2017,Utah Jazz,112,Sacramento Kings,82,17608,Golden 1 Center
Thu Mar 30 2017,Brooklyn Nets,89,Detroit Pistons,90,15804,The Palace of Auburn Hills
Thu Mar 30 2017,Cleveland Cavaliers,93,Chicago Bulls,99,22282,United Center
Thu Mar 30 2017,Los Angeles Lakers,104,Minnesota Timberwolves,119,18179,Target Center
Thu Mar 30 2017,Los Angeles Clippers,124,Phoenix Suns,118,16736,Talking Stick Resort Arena
Thu Mar 30 2017,Houston Rockets,107,Portland Trail Blazers,117,20049,Moda Center
Fri Mar 31 2017,Denver Nuggets,114,Charlotte Hornets,122,18353,Spectrum Center
Fri Mar 31 2017,Indiana Pacers,100,Toronto Raptors,111,19800,Air Canada Centre
Fri Mar 31 2017,Orlando Magic,116,Boston Celtics,117,18624,TD Garden
Fri Mar 31 2017,Philadelphia 76ers,105,Cleveland Cavaliers,122,20562,Quicken Loans Arena
Fri Mar 31 2017,Dallas Mavericks,90,Memphis Grizzlies,99,17317,FedEx Forum
Fri Mar 31 2017,New York Knicks,98,Miami Heat,94,19600,AmericanAirlines Arena
Fri Mar 31 2017,Detroit Pistons,105,Milwaukee Bucks,108,18717,BMO Harris Bradley Center
Fri Mar 31 2017,Sacramento Kings,89,New Orleans Pelicans,117,17304,Smoothie King Center
Fri Mar 31 2017,San Antonio Spurs,100,Oklahoma City Thunder,95,18203,Chesapeake Energy Arena
Fri Mar 31 2017,Washington Wizards,88,Utah Jazz,95,19911,Vivint Smart Home Arena
Fri Mar 31 2017,Houston Rockets,98,Golden State Warriors,107,19596,Oracle Arena
Sat Apr 1 2017,Los Angeles Lakers,104,Los Angeles Clippers,115,19060,STAPLES Center
Sat Apr 1 2017,Atlanta Hawks,104,Chicago Bulls,106,22019,United Center
Sat Apr 1 2017,Orlando Magic,111,Brooklyn Nets,121,15976,Barclays Center
Sat Apr 1 2017,Sacramento Kings,123,Minnesota Timberwolves,117,18960,Target Center
Sat Apr 1 2017,Phoenix Suns,117,Portland Trail Blazers,130,18915,Moda Center
Sun Apr 2 2017,Boston Celtics,110,New York Knicks,94,19812,Madison Square Garden (IV)
Sun Apr 2 2017,Charlotte Hornets,113,Oklahoma City Thunder,101,18203,Chesapeake Energy Arena
Sun Apr 2 2017,Memphis Grizzlies,103,Los Angeles Lakers,108,18997,STAPLES Center
Sun Apr 2 2017,Dallas Mavericks,109,Milwaukee Bucks,105,18717,BMO Harris Bradley Center
Sun Apr 2 2017,Utah Jazz,103,San Antonio Spurs,109,18418,AT&T Center
Sun Apr 2 2017,Atlanta Hawks,82,Brooklyn Nets,91,15040,Barclays Center
Sun Apr 2 2017,Indiana Pacers,130,Cleveland Cavaliers,135,20562,Quicken Loans Arena
Sun Apr 2 2017,Denver Nuggets,116,Miami Heat,113,19600,AmericanAirlines Arena
Sun Apr 2 2017,Chicago Bulls,117,New Orleans Pelicans,110,18306,Smoothie King Center
Sun Apr 2 2017,Philadelphia 76ers,105,Toronto Raptors,113,19800,Air Canada Centre
Sun Apr 2 2017,Washington Wizards,115,Golden State Warriors,139,19596,Oracle Arena
Sun Apr 2 2017,Houston Rockets,123,Phoenix Suns,116,17378,Talking Stick Resort Arena
Mon Apr 3 2017,Portland Trail Blazers,109,Minnesota Timberwolves,110,14677,Target Center
Tue Apr 4 2017,Orlando Magic,102,Cleveland Cavaliers,122,20562,Quicken Loans Arena
Tue Apr 4 2017,Toronto Raptors,90,Indiana Pacers,108,16524,Bankers Life Fieldhouse
Tue Apr 4 2017,Brooklyn Nets,141,Philadelphia 76ers,118,14580,Wells Fargo Center
Tue Apr 4 2017,Charlotte Hornets,111,Washington Wizards,118,18614,Verizon Center
Tue Apr 4 2017,Denver Nuggets,134,New Orleans Pelicans,131,16050,Smoothie King Center
Tue Apr 4 2017,Chicago Bulls,91,New York Knicks,100,19812,Madison Square Garden (IV)
Tue Apr 4 2017,Milwaukee Bucks,79,Oklahoma City Thunder,110,18203,Chesapeake Energy Arena
Tue Apr 4 2017,Memphis Grizzlies,89,San Antonio Spurs,95,18418,AT&T Center
Tue Apr 4 2017,Portland Trail Blazers,87,Utah Jazz,106,19911,Vivint Smart Home Arena
Tue Apr 4 2017,Minnesota Timberwolves,107,Golden State Warriors,121,19596,Oracle Arena
Tue Apr 4 2017,Dallas Mavericks,87,Sacramento Kings,98,17608,Golden 1 Center
Wed Apr 5 2017,Miami Heat,112,Charlotte Hornets,99,17758,Spectrum Center
Wed Apr 5 2017,Toronto Raptors,105,Detroit Pistons,102,17578,The Palace of Auburn Hills
Wed Apr 5 2017,Cleveland Cavaliers,114,Boston Celtics,91,18624,TD Garden
Wed Apr 5 2017,Denver Nuggets,104,Houston Rockets,110,18055,Toyota Center
Wed Apr 5 2017,Oklahoma City Thunder,103,Memphis Grizzlies,100,17298,FedEx Forum
Wed Apr 5 2017,Los Angeles Lakers,102,San Antonio Spurs,95,18418,AT&T Center
Wed Apr 5 2017,Golden State Warriors,120,Phoenix Suns,111,18055,Talking Stick Resort Arena
Wed Apr 5 2017,Dallas Mavericks,101,Los Angeles Clippers,112,19060,STAPLES Center
Thu Apr 6 2017,Milwaukee Bucks,89,Indiana Pacers,104,17010,Bankers Life Fieldhouse
Thu Apr 6 2017,Brooklyn Nets,107,Orlando Magic,115,18095,Amway Center
Thu Apr 6 2017,Chicago Bulls,102,Philadelphia 76ers,90,15177,Wells Fargo Center
Thu Apr 6 2017,Washington Wizards,106,New York Knicks,103,19812,Madison Square Garden (IV)
Thu Apr 6 2017,Boston Celtics,116,Atlanta Hawks,123,18688,Philips Arena
Thu Apr 6 2017,Minnesota Timberwolves,98,Portland Trail Blazers,105,19393,Moda Center
