date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Sat Feb 23 2019,Detroit Pistons,119,Miami Heat,96,19600,AmericanAirlines Arena
Sat Feb 23 2019,Boston Celtics,116,Chicago Bulls,126,21295,United Center
Sat Feb 23 2019,Sacramento Kings,119,Oklahoma City Thunder,116,18203,Chesapeake Energy Arena
Sat Feb 23 2019,Houston Rockets,118,Golden State Warriors,112,19596,Oracle Arena
Sat Feb 23 2019,Minnesota Timberwolves,128,Milwaukee Bucks,140,17972,Fiserv Forum
Sat Feb 23 2019,Dallas Mavericks,109,Utah Jazz,125,18306,Vivint Smart Home Arena
Sun Feb 24 2019,Orlando Magic,113,Toronto Raptors,98,19800,Scotiabank Arena
Sun Feb 24 2019,Los Angeles Clippers,96,Denver Nuggets,123,19956,Pepsi Center
Sun Feb 24 2019,San Antonio Spurs,118,New York Knicks,130,18019,Madison Square Garden (IV)
Mon Feb 25 2019,Golden State Warriors,121,Charlotte Hornets,110,19419,Spectrum Center
Mon Feb 25 2019,Portland Trail Blazers,123,Cleveland Cavaliers,110,19432,Quicken Loans Arena
Mon Feb 25 2019,Indiana Pacers,109,Detroit Pistons,113,15321,Little Caesars Arena
Mon Feb 25 2019,San Antonio Spurs,85,Brooklyn Nets,101,13479,Barclays Center
Mon Feb 25 2019,Phoenix Suns,124,Miami Heat,121,19600,AmericanAirlines Arena
Mon Feb 25 2019,Milwaukee Bucks,117,Chicago Bulls,106,20936,United Center
Mon Feb 25 2019,Atlanta Hawks,111,Houston Rockets,119,18055,Toyota Center
Mon Feb 25 2019,Los Angeles Lakers,105,Memphis Grizzlies,110,17794,FedEx Forum
Mon Feb 25 2019,Sacramento Kings,105,Minnesota Timberwolves,112,13691,Target Center
Mon Feb 25 2019,Philadelphia 76ers,111,New Orleans Pelicans,110,17194,Smoothie King Center
Mon Feb 25 2019,Dallas Mavericks,112,Los Angeles Clippers,121,19068,STAPLES Center
Tue Feb 26 2019,Orlando Magic,103,New York Knicks,108,17833,Madison Square Garden (IV)
Tue Feb 26 2019,Boston Celtics,95,Toronto Raptors,118,19800,Scotiabank Arena
Tue Feb 26 2019,Oklahoma City Thunder,112,Denver Nuggets,121,18378,Pepsi Center
Wed Feb 27 2019,Houston Rockets,118,Charlotte Hornets,113,17903,Spectrum Center
Wed Feb 27 2019,Minnesota Timberwolves,123,Atlanta Hawks,131,14101,State Farm Arena
Wed Feb 27 2019,Washington Wizards,125,Brooklyn Nets,116,13683,Barclays Center
Wed Feb 27 2019,Golden State Warriors,125,Miami Heat,126,19647,AmericanAirlines Arena
Wed Feb 27 2019,Portland Trail Blazers,97,Boston Celtics,92,18624,TD Garden
Wed Feb 27 2019,Chicago Bulls,109,Memphis Grizzlies,107,13711,FedEx Forum
Wed Feb 27 2019,Indiana Pacers,101,Dallas Mavericks,110,19978,American Airlines Center
Wed Feb 27 2019,Detroit Pistons,93,San Antonio Spurs,105,18354,AT&T Center
Wed Feb 27 2019,Los Angeles Clippers,105,Utah Jazz,111,18306,Vivint Smart Home Arena
Wed Feb 27 2019,Milwaukee Bucks,141,Sacramento Kings,140,17583,Golden 1 Center
Wed Feb 27 2019,New Orleans Pelicans,119,Los Angeles Lakers,125,18997,STAPLES Center
Thu Feb 28 2019,Minnesota Timberwolves,115,Indiana Pacers,122,17003,Bankers Life Fieldhouse
Thu Feb 28 2019,Golden State Warriors,96,Orlando Magic,103,18846,Amway Center
Thu Feb 28 2019,Cleveland Cavaliers,125,New York Knicks,118,17573,Madison Square Garden (IV)
Thu Feb 28 2019,Miami Heat,118,Houston Rockets,121,18119,Toyota Center
Thu Feb 28 2019,Philadelphia 76ers,108,Oklahoma City Thunder,104,18203,Chesapeake Energy Arena
Thu Feb 28 2019,Utah Jazz,111,Denver Nuggets,104,19520,Pepsi Center
Fri Mar 1 2019,Chicago Bulls,168,Atlanta Hawks,161,15267,State Farm Arena
Fri Mar 1 2019,Charlotte Hornets,123,Brooklyn Nets,112,15578,Barclays Center
Fri Mar 1 2019,Washington Wizards,96,Boston Celtics,107,18624,TD Garden
Fri Mar 1 2019,Portland Trail Blazers,117,Toronto Raptors,119,19800,Scotiabank Arena
Fri Mar 1 2019,New Orleans Pelicans,130,Phoenix Suns,116,14123,Talking Stick Resort Arena
Fri Mar 1 2019,Los Angeles Clippers,116,Sacramento Kings,109,17583,Golden 1 Center
Fri Mar 1 2019,Milwaukee Bucks,131,Los Angeles Lakers,120,18997,STAPLES Center
Sat Mar 2 2019,Detroit Pistons,129,Cleveland Cavaliers,93,19432,Quicken Loans Arena
Sat Mar 2 2019,Orlando Magic,117,Indiana Pacers,112,17923,Bankers Life Fieldhouse
Sat Mar 2 2019,Brooklyn Nets,88,Miami Heat,117,19600,AmericanAirlines Arena
Sat Mar 2 2019,Memphis Grizzlies,111,Dallas Mavericks,81,20233,American Airlines Center
Sat Mar 2 2019,Golden State Warriors,120,Philadelphia 76ers,117,20624,Wells Fargo Center
Sat Mar 2 2019,Oklahoma City Thunder,102,San Antonio Spurs,116,18439,AT&T Center
Sat Mar 2 2019,New Orleans Pelicans,120,Denver Nuggets,112,19978,Pepsi Center
Sat Mar 2 2019,Los Angeles Lakers,109,Phoenix Suns,118,18055,Talking Stick Resort Arena
Sat Mar 2 2019,Milwaukee Bucks,111,Utah Jazz,115,18306,Vivint Smart Home Arena
Sun Mar 3 2019,Portland Trail Blazers,118,Charlotte Hornets,108,18355,Spectrum Center
Sun Mar 3 2019,Houston Rockets,115,Boston Celtics,104,18624,TD Garden
Sun Mar 3 2019,Atlanta Hawks,123,Chicago Bulls,118,20526,United Center
Sun Mar 3 2019,New York Knicks,107,Los Angeles Clippers,128,19068,STAPLES Center
Sun Mar 3 2019,Orlando Magic,93,Cleveland Cavaliers,107,19432,Quicken Loans Arena
Sun Mar 3 2019,Toronto Raptors,107,Detroit Pistons,112,19161,Little Caesars Arena
Sun Mar 3 2019,Minnesota Timberwolves,121,Washington Wizards,135,17869,Capital One Arena
Sun Mar 3 2019,Memphis Grizzlies,95,Oklahoma City Thunder,99,18203,Chesapeake Energy Arena
Mon Mar 4 2019,Dallas Mavericks,88,Brooklyn Nets,127,17064,Barclays Center
Mon Mar 4 2019,Atlanta Hawks,113,Miami Heat,114,19600,AmericanAirlines Arena
Mon Mar 4 2019,Denver Nuggets,103,San Antonio Spurs,104,18354,AT&T Center
Mon Mar 4 2019,Milwaukee Bucks,105,Phoenix Suns,114,18055,Talking Stick Resort Arena
Mon Mar 4 2019,New Orleans Pelicans,115,Utah Jazz,112,18306,Vivint Smart Home Arena
Mon Mar 4 2019,New York Knicks,108,Sacramento Kings,115,17034,Golden 1 Center
Mon Mar 4 2019,Los Angeles Clippers,113,Los Angeles Lakers,105,18997,STAPLES Center
Tue Mar 5 2019,Chicago Bulls,96,Indiana Pacers,105,15753,Bankers Life Fieldhouse
Tue Mar 5 2019,Orlando Magic,106,Philadelphia 76ers,114,20379,Wells Fargo Center
Tue Mar 5 2019,Portland Trail Blazers,111,Memphis Grizzlies,120,13801,FedEx Forum
Tue Mar 5 2019,Oklahoma City Thunder,120,Minnesota Timberwolves,131,15728,Target Center
Tue Mar 5 2019,Houston Rockets,107,Toronto Raptors,95,19800,Scotiabank Arena
Tue Mar 5 2019,Boston Celtics,128,Golden State Warriors,95,19596,Oracle Arena
Wed Mar 6 2019,Miami Heat,91,Charlotte Hornets,84,18137,Spectrum Center
Wed Mar 6 2019,Minnesota Timberwolves,114,Detroit Pistons,131,15240,Little Caesars Arena
Wed Mar 6 2019,Dallas Mavericks,123,Washington Wizards,132,16867,Capital One Arena
Wed Mar 6 2019,San Antonio Spurs,111,Atlanta Hawks,104,15208,State Farm Arena
Wed Mar 6 2019,Cleveland Cavaliers,107,Brooklyn Nets,113,14177,Barclays Center
Wed Mar 6 2019,Philadelphia 76ers,107,Chicago Bulls,108,19927,United Center
Wed Mar 6 2019,Utah Jazz,114,New Orleans Pelicans,104,14681,Smoothie King Center
Wed Mar 6 2019,New York Knicks,96,Phoenix Suns,107,14427,Talking Stick Resort Arena
Wed Mar 6 2019,Boston Celtics,111,Sacramento Kings,109,17583,Golden 1 Center
Wed Mar 6 2019,Denver Nuggets,115,Los Angeles Lakers,99,18997,STAPLES Center
Thu Mar 7 2019,Indiana Pacers,98,Milwaukee Bucks,117,17884,Fiserv Forum
Thu Mar 7 2019,Oklahoma City Thunder,129,Portland Trail Blazers,121,20037,Moda Center
Fri Mar 8 2019,Washington Wizards,111,Charlotte Hornets,112,18144,Spectrum Center
Fri Mar 8 2019,Dallas Mavericks,106,Orlando Magic,111,19196,Amway Center
Fri Mar 8 2019,Detroit Pistons,112,Chicago Bulls,104,21048,United Center
Fri Mar 8 2019,Philadelphia 76ers,91,Houston Rockets,107,18055,Toyota Center
Fri Mar 8 2019,Utah Jazz,104,Memphis Grizzlies,114,15407,FedEx Forum
Fri Mar 8 2019,Cleveland Cavaliers,110,Miami Heat,126,19600,AmericanAirlines Arena
Fri Mar 8 2019,Toronto Raptors,127,New Orleans Pelicans,104,17325,Smoothie King Center
Fri Mar 8 2019,Denver Nuggets,105,Golden State Warriors,122,19596,Oracle Arena
Fri Mar 8 2019,Oklahoma City Thunder,110,Los Angeles Clippers,118,17915,STAPLES Center
Sat Mar 9 2019,Sacramento Kings,102,New York Knicks,94,19812,Madison Square Garden (IV)
Sat Mar 9 2019,Brooklyn Nets,114,Atlanta Hawks,112,16527,State Farm Arena
Sat Mar 9 2019,Washington Wizards,130,Minnesota Timberwolves,135,14381,Target Center
Sat Mar 9 2019,Boston Celtics,120,Los Angeles Lakers,107,18997,STAPLES Center
Sat Mar 9 2019,Charlotte Hornets,114,Milwaukee Bucks,131,17996,Fiserv Forum
Sat Mar 9 2019,Phoenix Suns,120,Portland Trail Blazers,127,19851,Moda Center
Sun Mar 10 2019,Chicago Bulls,108,Detroit Pistons,131,19356,Little Caesars Arena
Sun Mar 10 2019,Toronto Raptors,125,Miami Heat,104,19600,AmericanAirlines Arena
Sun Mar 10 2019,Indiana Pacers,89,Philadelphia 76ers,106,20636,Wells Fargo Center
Sun Mar 10 2019,New Orleans Pelicans,116,Atlanta Hawks,128,14337,State Farm Arena
Sun Mar 10 2019,Orlando Magic,97,Memphis Grizzlies,105,16627,FedEx Forum
Sun Mar 10 2019,Houston Rockets,94,Dallas Mavericks,93,20423,American Airlines Center
Sun Mar 10 2019,New York Knicks,92,Minnesota Timberwolves,103,13806,Target Center
Sun Mar 10 2019,Milwaukee Bucks,114,San Antonio Spurs,121,18594,AT&T Center
Sun Mar 10 2019,Phoenix Suns,115,Golden State Warriors,111,19596,Oracle Arena
Mon Mar 11 2019,Toronto Raptors,101,Cleveland Cavaliers,126,19432,Quicken Loans Arena
Mon Mar 11 2019,Sacramento Kings,115,Washington Wizards,121,15012,Capital One Arena
Mon Mar 11 2019,Detroit Pistons,75,Brooklyn Nets,103,17732,Barclays Center
Mon Mar 11 2019,Charlotte Hornets,106,Houston Rockets,118,18055,Toyota Center
Mon Mar 11 2019,Oklahoma City Thunder,98,Utah Jazz,89,18306,Vivint Smart Home Arena
Mon Mar 11 2019,Boston Celtics,115,Los Angeles Clippers,140,19068,STAPLES Center
Tue Mar 12 2019,New York Knicks,98,Indiana Pacers,103,16679,Bankers Life Fieldhouse
Tue Mar 12 2019,Cleveland Cavaliers,99,Philadelphia 76ers,106,20420,Wells Fargo Center
Tue Mar 12 2019,Los Angeles Lakers,123,Chicago Bulls,107,21359,United Center
Tue Mar 12 2019,San Antonio Spurs,112,Dallas Mavericks,105,20366,American Airlines Center
Tue Mar 12 2019,Milwaukee Bucks,130,New Orleans Pelicans,113,15562,Smoothie King Center
Tue Mar 12 2019,Minnesota Timberwolves,107,Denver Nuggets,133,16874,Pepsi Center
Tue Mar 12 2019,Portland Trail Blazers,125,Los Angeles Clippers,104,16686,STAPLES Center
Wed Mar 13 2019,Brooklyn Nets,96,Oklahoma City Thunder,108,18203,Chesapeake Energy Arena
Wed Mar 13 2019,Orlando Magic,90,Washington Wizards,100,15107,Capital One Arena
Wed Mar 13 2019,Memphis Grizzlies,111,Atlanta Hawks,132,15169,State Farm Arena
Wed Mar 13 2019,Detroit Pistons,74,Miami Heat,108,19600,AmericanAirlines Arena
Wed Mar 13 2019,Golden State Warriors,106,Houston Rockets,104,18122,Toyota Center
Wed Mar 13 2019,Utah Jazz,114,Phoenix Suns,97,18055,Talking Stick Resort Arena
Thu Mar 14 2019,Oklahoma City Thunder,106,Indiana Pacers,108,16656,Bankers Life Fieldhouse
Thu Mar 14 2019,Cleveland Cavaliers,91,Orlando Magic,120,18091,Amway Center
Thu Mar 14 2019,Sacramento Kings,120,Boston Celtics,126,18624,TD Garden
Thu Mar 14 2019,Los Angeles Lakers,98,Toronto Raptors,111,19962,Scotiabank Arena
Thu Mar 14 2019,Minnesota Timberwolves,100,Utah Jazz,120,18306,Vivint Smart Home Arena
Thu Mar 14 2019,Dallas Mavericks,99,Denver Nuggets,100,19520,Pepsi Center
Fri Mar 15 2019,Los Angeles Lakers,97,Detroit Pistons,111,20768,Little Caesars Arena
Fri Mar 15 2019,Sacramento Kings,114,Philadelphia 76ers,123,20704,Wells Fargo Center
Fri Mar 15 2019,Charlotte Hornets,116,Washington Wizards,110,19520,Capital One Arena
Fri Mar 15 2019,Phoenix Suns,102,Houston Rockets,108,18055,Toyota Center
Fri Mar 15 2019,Milwaukee Bucks,113,Miami Heat,98,19600,AmericanAirlines Arena
Fri Mar 15 2019,Portland Trail Blazers,122,New Orleans Pelicans,110,16117,Smoothie King Center
Fri Mar 15 2019,New York Knicks,83,San Antonio Spurs,109,18354,AT&T Center
Fri Mar 15 2019,Chicago Bulls,121,Los Angeles Clippers,128,17404,STAPLES Center
Sat Mar 16 2019,Atlanta Hawks,120,Boston Celtics,129,18624,TD Garden
Sat Mar 16 2019,Phoenix Suns,138,New Orleans Pelicans,136,17641,Smoothie King Center
Sat Mar 16 2019,Memphis Grizzlies,128,Washington Wizards,135,19750,Capital One Arena
Sat Mar 16 2019,Cleveland Cavaliers,116,Dallas Mavericks,121,20347,American Airlines Center
Sat Mar 16 2019,Golden State Warriors,110,Oklahoma City Thunder,88,18203,Chesapeake Energy Arena
Sat Mar 16 2019,Portland Trail Blazers,103,San Antonio Spurs,108,18354,AT&T Center
Sat Mar 16 2019,Indiana Pacers,100,Denver Nuggets,102,19856,Pepsi Center
Sat Mar 16 2019,Brooklyn Nets,98,Utah Jazz,114,18306,Vivint Smart Home Arena
Sun Mar 17 2019,Los Angeles Lakers,123,New York Knicks,124,19812,Madison Square Garden (IV)
Sun Mar 17 2019,Charlotte Hornets,75,Miami Heat,93,19600,AmericanAirlines Arena
Sun Mar 17 2019,Philadelphia 76ers,130,Milwaukee Bucks,125,18148,Fiserv Forum
Sun Mar 17 2019,Toronto Raptors,107,Detroit Pistons,110,19277,Little Caesars Arena
Sun Mar 17 2019,Atlanta Hawks,91,Orlando Magic,101,18045,Amway Center
Sun Mar 17 2019,Chicago Bulls,102,Sacramento Kings,129,17583,Golden 1 Center
Sun Mar 17 2019,Minnesota Timberwolves,102,Houston Rockets,117,18055,Toyota Center
Sun Mar 17 2019,Brooklyn Nets,116,Los Angeles Clippers,119,17247,STAPLES Center
Mon Mar 18 2019,Detroit Pistons,119,Cleveland Cavaliers,126,18465,Quicken Loans Arena
Mon Mar 18 2019,Utah Jazz,116,Washington Wizards,95,15637,Capital One Arena
Mon Mar 18 2019,Denver Nuggets,114,Boston Celtics,105,18624,TD Garden
Mon Mar 18 2019,New York Knicks,92,Toronto Raptors,128,19800,Scotiabank Arena
Mon Mar 18 2019,Miami Heat,116,Oklahoma City Thunder,107,18203,Chesapeake Energy Arena
Mon Mar 18 2019,Golden State Warriors,105,San Antonio Spurs,111,18354,AT&T Center
Mon Mar 18 2019,New Orleans Pelicans,129,Dallas Mavericks,125,20276,American Airlines Center
Mon Mar 18 2019,Chicago Bulls,116,Phoenix Suns,101,15879,Talking Stick Resort Arena
Mon Mar 18 2019,Indiana Pacers,98,Portland Trail Blazers,106,19393,Moda Center
Tue Mar 19 2019,Philadelphia 76ers,118,Charlotte Hornets,114,16411,Spectrum Center
Tue Mar 19 2019,Houston Rockets,121,Atlanta Hawks,105,16293,State Farm Arena
Tue Mar 19 2019,Los Angeles Lakers,101,Milwaukee Bucks,115,17879,Fiserv Forum
Tue Mar 19 2019,Golden State Warriors,117,Minnesota Timberwolves,107,17964,Target Center
Tue Mar 19 2019,Brooklyn Nets,123,Sacramento Kings,121,17583,Golden 1 Center
Tue Mar 19 2019,Indiana Pacers,109,Los Angeles Clippers,115,16043,STAPLES Center
Wed Mar 20 2019,Milwaukee Bucks,102,Cleveland Cavaliers,107,19432,Quicken Loans Arena
Wed Mar 20 2019,New Orleans Pelicans,96,Orlando Magic,119,17005,Amway Center
Wed Mar 20 2019,Boston Celtics,115,Philadelphia 76ers,118,20606,Wells Fargo Center
Wed Mar 20 2019,Utah Jazz,137,New York Knicks,116,18530,Madison Square Garden (IV)
Wed Mar 20 2019,Washington Wizards,120,Chicago Bulls,126,19470,United Center
Wed Mar 20 2019,Houston Rockets,125,Memphis Grizzlies,126,16691,FedEx Forum
Wed Mar 20 2019,Miami Heat,110,San Antonio Spurs,105,18354,AT&T Center
Wed Mar 20 2019,Toronto Raptors,123,Oklahoma City Thunder,114,18203,Chesapeake Energy Arena
Wed Mar 20 2019,Dallas Mavericks,118,Portland Trail Blazers,126,19803,Moda Center
Thu Mar 21 2019,Minnesota Timberwolves,106,Charlotte Hornets,113,15576,Spectrum Center
Thu Mar 21 2019,Denver Nuggets,113,Washington Wizards,108,15986,Capital One Arena
Thu Mar 21 2019,Utah Jazz,114,Atlanta Hawks,117,15569,State Farm Arena
Thu Mar 21 2019,Detroit Pistons,118,Phoenix Suns,98,16066,Talking Stick Resort Arena
Thu Mar 21 2019,Dallas Mavericks,100,Sacramento Kings,116,17583,Golden 1 Center
Thu Mar 21 2019,Indiana Pacers,89,Golden State Warriors,112,19596,Oracle Arena
Fri Mar 22 2019,Memphis Grizzlies,119,Orlando Magic,123,18025,Amway Center
Fri Mar 22 2019,Los Angeles Clippers,110,Cleveland Cavaliers,108,19432,Quicken Loans Arena
Fri Mar 22 2019,Denver Nuggets,111,New York Knicks,93,19290,Madison Square Garden (IV)
Fri Mar 22 2019,Oklahoma City Thunder,116,Toronto Raptors,109,20014,Scotiabank Arena
Fri Mar 22 2019,San Antonio Spurs,105,Houston Rockets,111,18055,Toyota Center
Fri Mar 22 2019,Miami Heat,87,Milwaukee Bucks,116,18094,Fiserv Forum
Fri Mar 22 2019,Brooklyn Nets,111,Los Angeles Lakers,106,18997,STAPLES Center
Sat Mar 23 2019,Boston Celtics,117,Charlotte Hornets,124,19438,Spectrum Center
Sat Mar 23 2019,Miami Heat,113,Washington Wizards,108,20409,Capital One Arena
Sat Mar 23 2019,Philadelphia 76ers,127,Atlanta Hawks,129,16640,State Farm Arena
Sat Mar 23 2019,Utah Jazz,114,Chicago Bulls,83,20506,United Center
Sat Mar 23 2019,Minnesota Timberwolves,112,Memphis Grizzlies,99,16977,FedEx Forum
Sat Mar 23 2019,Dallas Mavericks,126,Golden State Warriors,91,19596,Oracle Arena
Sat Mar 23 2019,Detroit Pistons,112,Portland Trail Blazers,117,19815,Moda Center
Sat Mar 23 2019,Phoenix Suns,103,Sacramento Kings,112,17583,Golden 1 Center
Sun Mar 24 2019,Los Angeles Clippers,124,New York Knicks,113,18263,Madison Square Garden (IV)
Sun Mar 24 2019,Cleveland Cavaliers,105,Milwaukee Bucks,127,17930,Fiserv Forum
Sun Mar 24 2019,Denver Nuggets,88,Indiana Pacers,124,17923,Bankers Life Fieldhouse
Sun Mar 24 2019,Charlotte Hornets,115,Toronto Raptors,114,19800,Scotiabank Arena
Sun Mar 24 2019,Houston Rockets,113,New Orleans Pelicans,90,17048,Smoothie King Center
Sun Mar 24 2019,San Antonio Spurs,115,Boston Celtics,96,18624,TD Garden
Sun Mar 24 2019,Detroit Pistons,114,Golden State Warriors,121,19596,Oracle Arena
Sun Mar 24 2019,Sacramento Kings,106,Los Angeles Lakers,111,18997,STAPLES Center
Mon Mar 25 2019,Philadelphia 76ers,98,Orlando Magic,119,16848,Amway Center
Mon Mar 25 2019,Oklahoma City Thunder,103,Memphis Grizzlies,115,15144,FedEx Forum
Mon Mar 25 2019,Phoenix Suns,92,Utah Jazz,125,18306,Vivint Smart Home Arena
Mon Mar 25 2019,Brooklyn Nets,144,Portland Trail Blazers,148,20188,Moda Center
Tue Mar 26 2019,San Antonio Spurs,116,Charlotte Hornets,125,14227,Spectrum Center
Tue Mar 26 2019,Boston Celtics,116,Cleveland Cavaliers,106,19432,Quicken Loans Arena
Tue Mar 26 2019,Orlando Magic,104,Miami Heat,99,19704,AmericanAirlines Arena
Tue Mar 26 2019,Chicago Bulls,103,Toronto Raptors,112,19800,Scotiabank Arena
Tue Mar 26 2019,Houston Rockets,94,Milwaukee Bucks,108,17910,Fiserv Forum
Tue Mar 26 2019,Los Angeles Clippers,122,Minnesota Timberwolves,111,13176,Target Center
Tue Mar 26 2019,Atlanta Hawks,130,New Orleans Pelicans,120,14751,Smoothie King Center
Tue Mar 26 2019,Sacramento Kings,125,Dallas Mavericks,121,20168,American Airlines Center
Tue Mar 26 2019,Detroit Pistons,92,Denver Nuggets,95,19520,Pepsi Center
Tue Mar 26 2019,Washington Wizards,106,Los Angeles Lakers,124,18997,STAPLES Center
Wed Mar 27 2019,Portland Trail Blazers,118,Chicago Bulls,98,20227,United Center
Wed Mar 27 2019,Golden State Warriors,118,Memphis Grizzlies,103,17794,FedEx Forum
Wed Mar 27 2019,Indiana Pacers,99,Oklahoma City Thunder,107,18203,Chesapeake Energy Arena
Wed Mar 27 2019,Washington Wizards,124,Phoenix Suns,121,16004,Talking Stick Resort Arena
Wed Mar 27 2019,Los Angeles Lakers,100,Utah Jazz,115,18306,Vivint Smart Home Arena
Thu Mar 28 2019,Orlando Magic,98,Detroit Pistons,115,18128,Little Caesars Arena
Thu Mar 28 2019,Brooklyn Nets,110,Philadelphia 76ers,123,20547,Wells Fargo Center
Thu Mar 28 2019,Dallas Mavericks,99,Miami Heat,105,19851,AmericanAirlines Arena
Thu Mar 28 2019,Toronto Raptors,117,New York Knicks,92,19812,Madison Square Garden (IV)
Thu Mar 28 2019,Denver Nuggets,85,Houston Rockets,112,18055,Toyota Center
Thu Mar 28 2019,Los Angeles Clippers,118,Milwaukee Bucks,128,17922,Fiserv Forum
Thu Mar 28 2019,Sacramento Kings,118,New Orleans Pelicans,121,13976,Smoothie King Center
Thu Mar 28 2019,Cleveland Cavaliers,110,San Antonio Spurs,116,18756,AT&T Center
Fri Mar 29 2019,Indiana Pacers,112,Boston Celtics,114,18624,TD Garden
Fri Mar 29 2019,Portland Trail Blazers,118,Atlanta Hawks,98,16182,State Farm Arena
Fri Mar 29 2019,Golden State Warriors,130,Minnesota Timberwolves,131,18978,Target Center
Fri Mar 29 2019,Denver Nuggets,115,Oklahoma City Thunder,105,18203,Chesapeake Energy Arena
Fri Mar 29 2019,Washington Wizards,124,Utah Jazz,128,18306,Vivint Smart Home Arena
Fri Mar 29 2019,Charlotte Hornets,115,Los Angeles Lakers,129,18997,STAPLES Center
Sat Mar 30 2019,Cleveland Cavaliers,108,Los Angeles Clippers,132,16439,STAPLES Center
Sat Mar 30 2019,Boston Celtics,96,Brooklyn Nets,110,17732,Barclays Center
Sat Mar 30 2019,Sacramento Kings,108,Houston Rockets,119,18055,Toyota Center
Sat Mar 30 2019,Portland Trail Blazers,90,Detroit Pistons,99,18592,Little Caesars Arena
Sat Mar 30 2019,Orlando Magic,121,Indiana Pacers,116,17923,Bankers Life Fieldhouse
Sat Mar 30 2019,Miami Heat,100,New York Knicks,92,19812,Madison Square Garden (IV)
Sat Mar 30 2019,Toronto Raptors,124,Chicago Bulls,101,21238,United Center
Sat Mar 30 2019,Philadelphia 76ers,118,Minnesota Timberwolves,109,18978,Target Center
Sat Mar 30 2019,Memphis Grizzlies,120,Phoenix Suns,115,16647,Talking Stick Resort Arena
Sun Mar 31 2019,Milwaukee Bucks,135,Atlanta Hawks,136,16660,State Farm Arena
Sun Mar 31 2019,Dallas Mavericks,106,Oklahoma City Thunder,103,18203,Chesapeake Energy Arena
Sun Mar 31 2019,Los Angeles Lakers,130,New Orleans Pelicans,102,18562,Smoothie King Center
Sun Mar 31 2019,Sacramento Kings,113,San Antonio Spurs,106,18407,AT&T Center
Sun Mar 31 2019,Washington Wizards,95,Denver Nuggets,90,17356,Pepsi Center
Sun Mar 31 2019,Charlotte Hornets,90,Golden State Warriors,137,19596,Oracle Arena
Sun Mar 31 2019,Memphis Grizzlies,96,Los Angeles Clippers,113,16740,STAPLES Center
Mon Apr 1 2019,Detroit Pistons,102,Indiana Pacers,111,15760,Bankers Life Fieldhouse
Mon Apr 1 2019,Miami Heat,105,Boston Celtics,110,18624,TD Garden
Mon Apr 1 2019,Milwaukee Bucks,131,Brooklyn Nets,121,17732,Barclays Center
Mon Apr 1 2019,Chicago Bulls,105,New York Knicks,113,18874,Madison Square Garden (IV)
Mon Apr 1 2019,Orlando Magic,109,Toronto Raptors,121,19800,Scotiabank Arena
Mon Apr 1 2019,Portland Trail Blazers,132,Minnesota Timberwolves,122,11209,Target Center
Mon Apr 1 2019,Philadelphia 76ers,102,Dallas Mavericks,122,19645,American Airlines Center
Mon Apr 1 2019,Charlotte Hornets,102,Utah Jazz,111,18306,Vivint Smart Home Arena
Mon Apr 1 2019,Cleveland Cavaliers,113,Phoenix Suns,122,14050,Talking Stick Resort Arena
Tue Apr 2 2019,Los Angeles Lakers,103,Oklahoma City Thunder,119,18203,Chesapeake Energy Arena
Tue Apr 2 2019,Atlanta Hawks,111,San Antonio Spurs,117,18354,AT&T Center
Tue Apr 2 2019,Houston Rockets,130,Sacramento Kings,105,17583,Golden 1 Center
Tue Apr 2 2019,Denver Nuggets,102,Golden State Warriors,116,19596,Oracle Arena
Wed Apr 3 2019,Indiana Pacers,108,Detroit Pistons,89,18984,Little Caesars Arena
Wed Apr 3 2019,New York Knicks,100,Orlando Magic,114,18846,Amway Center
Wed Apr 3 2019,Chicago Bulls,115,Washington Wizards,114,16616,Capital One Arena
Wed Apr 3 2019,Philadelphia 76ers,122,Atlanta Hawks,130,16638,State Farm Arena
Wed Apr 3 2019,Toronto Raptors,115,Brooklyn Nets,105,17732,Barclays Center
Wed Apr 3 2019,Boston Celtics,112,Miami Heat,102,19904,AmericanAirlines Arena
Wed Apr 3 2019,Charlotte Hornets,115,New Orleans Pelicans,109,16844,Smoothie King Center
Wed Apr 3 2019,Minnesota Timberwolves,110,Dallas Mavericks,108,19576,American Airlines Center
Wed Apr 3 2019,San Antonio Spurs,85,Denver Nuggets,113,17643,Pepsi Center
Wed Apr 3 2019,Utah Jazz,118,Phoenix Suns,97,15797,Talking Stick Resort Arena
Wed Apr 3 2019,Memphis Grizzlies,89,Portland Trail Blazers,116,19608,Moda Center
Wed Apr 3 2019,Houston Rockets,135,Los Angeles Clippers,103,17593,STAPLES Center
Thu Apr 4 2019,Milwaukee Bucks,128,Philadelphia 76ers,122,20701,Wells Fargo Center
Thu Apr 4 2019,Cleveland Cavaliers,104,Sacramento Kings,117,17583,Golden 1 Center
Thu Apr 4 2019,Golden State Warriors,108,Los Angeles Lakers,90,18997,STAPLES Center
Fri Apr 5 2019,Toronto Raptors,111,Charlotte Hornets,113,18684,Spectrum Center
Fri Apr 5 2019,Atlanta Hawks,113,Orlando Magic,149,18999,Amway Center
Fri Apr 5 2019,San Antonio Spurs,129,Washington Wizards,112,20409,Capital One Arena
Fri Apr 5 2019,New York Knicks,96,Houston Rockets,120,18055,Toyota Center
